龙肝麟脯	lóng gān lín fǔ
积重不返	jī zhòng bù fǎn
积重不反	jī zhòng bù fǎn
积玉堆金	jī yù duī jīn
积羽沉舟	jī yǔ chén zhōu
积忧成疾	jī yōu chéng jí
积以为常	jī yǐ wéi cháng
积雪囊萤	jī xuě náng yíng
积雪封霜	jī xuě fēng shuāng
积羞成怒	jī xiū chéng nù
积薪候燎	jī xīn hòu liáo
积薪厝火	jī xīn cuò huǒ
积小致巨	jī xiǎo zhì jù
积小成大	jī xiǎo chéng dà
积习生常	jī xí shēng cháng
积习难改	jī xí nán gǎi
积习难除	jī xí nán chú
积习渐靡	jī xí jiān mí
积习成俗	jī xí chéng sú
积习成常	jī xí chéng cháng
积微致著	jī wēi zhì zhù
积微成著	jī wēi chéng zhù
积土为山，积水为海	jī shuǐ wéi shān，jī shuǐ wéi hǎi
积土成山	jī tǔ chéng shān
积岁累月	jī suì lěi yuè
积素累旧	jī sù lěi jiù
积思广益	jī sī guǎng yì
积水成渊	jī shuǐ chéng yuān
积衰新造	jī shuāi xīn zào
积时累日	jī shí lěi rì
积少成多	jī shǎo chéng duō
积善之家，必有余庆	jī shàn zhī jiā，bì yǒu yú qìng
积善余庆	jī shàn yú qìng
积善成德	jī shàn chéng dé
积沙成滩	jī shā chéng tān
积沙成塔	jī shā chéng tǎ
积日累月	jī rì lěi yuè
积日累岁	jī rì lěi suì
积日累久	jī rì lěi jiǔ
积箧盈藏	jī qiè yíng cáng
积年累月	jī nián lěi yuè
积年累岁	jī nián lěi suì
积露为波	jī lù wéi bō
积劳致疾	jī láo zhì jí
积劳成疾	jī láo chéng jí
积劳成瘁	jī láo chéng cuì
积劳成病	jī láo chéng bìng
积金至斗	jī jīn zhì dǒu
积金累玉	jī jīn lèi yù
积简充栋	jī jiǎn chōng dòng
积甲山齐	jī jiǎ shān qí
积甲如山	jī jiǎ rú shān
积基树本	jī jī shù běn
积毁销金	jī huǐ xiāo jīn
积毁消骨	jī huǐ xiāo gǔ
积厚流广	jī hòu liú guǎng
积厚流光	jī hòu liú guāng
积厚成器	jī hòu chéng qì
积功兴业	jī gōng xīng yè
积非习贯	jī fēi xí guàn
积非成是	jī fēi chéng shì
积恶余殃	jī è yú yāng
积讹成蠹	jī é chéng dù
积德裕后	jī dé yù hòu
积德累善	jī dé lěi shàn
积德累仁	jī dé lěi rén
积德累功	jī dé lěi gōng
积谗磨骨	jī chán mó gǔ
积谗糜骨	jī chán méi gǔ
积草屯粮	jī cǎo tún liáng
积草囤粮	jī cǎo tún liáng
积财千万，不如薄技在身	jī cái qiān wàn，bù rú bó jì zài shēn
积财吝赏	jī cái lìn shǎng
积不相能	jī bù xiāng néng
积本求原	jī běn qiú yuán
积案盈箱	jī àn yíng xiāng
屐齿之折	jī chǐ zhī zhé
唧唧喳喳	jī jī zhā zhā
唧唧哝哝	jī jī nóng nóng
唧唧咕咕	jī jī gū gū
唧唧嘎嘎	jī jī gā gā
鸡争鹅斗	jī zhēng é dòu
鸡胸龟背	jī xiōng guī bèi
鸡鹜争食	jī wù zhēng shí
鸡鹜相争	jī wù xiāng zhēng
鸡豚之息	jī tún zhī xī
鸡黍之膳	jī shǔ zhī shàn
鸡黍深盟	jī shǔ shēn méng
鸡声鹅斗	jī shēng é dòu
鸡犬之声相闻，老死不相往来	jīquǎnzhīshēng xiāng wén，lǎo sǐbùxiāng wǎng lái
鸡犬相闻	jī quǎn xiāng wén
鸡犬无惊	jī quǎn wú jīng
鸡犬桑麻	jī quǎn sāng má
鸡犬皆仙	jī quǎn jiē xiān
鸡犬不闻	jī quǎn bù wén
鸡犬不宁	jī quǎn bù níng
鸡犬不留	jī quǎn bù liú
鸡犬不惊	jī quǎn bù jīng
鸡犬不安	jī quǎn bù ān
鸡栖凤巢	jī qī fèng cháo
鸡皮鹤发	jī pí hè fà
鸡皮疙瘩	jī pí gē dā
鸡鸣馌耕	jī míng gǒu gēng
鸡鸣犬吠	jī míng quǎn fèi
鸡鸣起舞	jī míng qǐ wǔ
鸡鸣戒旦	jī míng jiè dàn
鸡鸣候旦	jī míng hòu dàn
鸡鸣狗吠	jī míng gǒu fèi
鸡鸣狗盗	jī míng gǒu dào
鸡鸣而起	jī míng ér qǐ
鸡毛蒜皮	jī máo suàn pí
鸡零狗碎	jī líng gǒu suì
鸡烂嘴巴硬	jī làn zuǐ bā yìng
鸡口牛后	jī kǒu niú hòu
鸡骨支床	jī gǔ zhī chuáng
鸡伏鹄卵	jī fú hú luǎn
鸡肤鹤发	jī fū hè fā
鸡肥不下蛋	jī féi bù xià dàn
鸡飞狗走	jī fēi gǒu zǒu
鸡飞狗跳	jī fēi gǒu tiào
鸡飞狗叫	jī fēi gǒu jiào
鸡飞狗窜	jī fēi gǒu cuàn
鸡飞蛋打	jī fēi dàn dǎ
鸡蛋里找骨头	jī dàn lǐ zhǎo gǔ tóu
鸡虫得失	jī chóng dé shī
鸡虫得丧	jī chóng dé sàng
鸡肠狗肚	jī cháng gǒu dù
鸡不及凤	jī bù jí fèng
肌无完肤	jī wú wán fū
肌肉玉雪	jī ròu yù xuě
肌劈理解	jī pī lǐ jiě
机杼一家	jī zhù yī jiā
机心械肠	jī xīn xiè cháng
机事不密	jī shì bù mì
机难轻失	jī nán qīng shī
机会主义	jī huì zhǔ yì
机关用尽	jī guān yòng jìn
机关算尽	jī guān suàn jìn
机不旋踵	jī bù xuán zhǒng
机不容发	jī bù róng fā
机不可失，时不再来	jī bù kě shī，shí bù zài lái
机不可失，失不再来	jī bù kě shī，shī bù zài lái
机变如神	jī biàn rú shén
饥者易为食，渴者易为饮	jī zhě yì wéi shí，kě zhě yì wéi yǐn
饥则附人，饱便高扬	jī zé fù rén，bǎo biàn gāo yáng
饥鹰饿虎	jī yīng è hǔ
饥焰中烧	jī yàn zhōng shāo
饥驱叩门	jī qū kòu mén
饥渴交迫	jī kě jiāo pò
饥渴交攻	jī kě jiāo gōng
饥馑荐臻	jī jǐn jiàn zhēn
饥火烧肠	jī huǒ shāo cháng
饥虎不可为邻	jī hǔ bù kě wéi lín
饥寒交至	jī hán jiāo zhì
饥寒交切	jī hán jiāo qiē
饥寒交迫	jī hán jiāo pò
饥寒交凑	jī hán jiāo còu
饥附饱飏	jī fù bǎo yáng
饥附饱扬	jī fù bǎo yáng
饥冻交切	jī dòng jiāo qiē
饥肠辘辘	jī cháng lù lù
饥餐渴饮	jī cān kě yǐn
饥不择食	jī bù zé shí
饥不暇食	jī bù xiá shí
饥不遑食	jī bù huáng shí
饥饱劳役	jī bǎo láo yì
叽哩咕噜	jī lǐ gū lū
叽里咕噜	jī lǐ gū lū
叽叽喳喳	jī jī zhā zhā
叽叽咕咕	jī jī gū gū
击筑悲歌	jī zhù bēi gē
击钟鼎食	jī zhōng dǐng shí
击钟陈鼎	jī zhōng chén dǐng
击中要害	jī zhòng yào hài
击辕之歌	jī yuán zhī gē
击玉敲金	jī yù qiāo jīn
击碎唾壶	jī suì tuò hú
击石弹丝	jī shí dàn sī
击壤鼓腹	jī rǎng gǔ fù
击壤而歌	jī rǎng ér gē
击其不意	jī qí bù yì
击排冒没	jī pái mào méi
击节叹赏	jī jié tàn shǎng
击节称叹	jī jié chēng tàn
击节称赏	jī jié chēng shǎng
击楫中流	jī jí zhōng liú
击鼓鸣金	jī gǔ míng jīn
击毂摩肩	jī gū mó jiān
击电奔星	jī diàn bēn xīng
击搏挽裂	jī bó wǎn liè
击钵催诗	jī bō cuī shī
击鞭锤镫	jī biān chuí dèng
蠖屈蜗潜	huò qū wō qián
蠖屈鼠伏	huò qū shǔ fú
蠖屈求伸	huò qū qiú shēn
蠖屈螭盘	huò qū chī pán
蠖屈不伸	huò qū bù shēn
霍然而愈	huò rán ér yù
惑世诬民	huò shì wū mín
惑世盗名	huò shì dào míng
祸作福阶	huò zuò fú jiē
祸中有福	huò zhōng yǒu fú
祸至无日	huò zhì wú rì
祸枣灾梨	huò zǎo zāi lí
祸在眼前	huò zài yǎn qián
祸在旦夕	huò zài dàn xī
祸在朝夕	huò zài zhāo xī
祸与福邻	huò yǔ fú lín
祸盈恶稔	huò yíng è rěn
祸因恶积	huò yīn è jī
祸兴萧墙	huò xīng xiāo qiáng
祸兮福所倚，福兮祸所伏	huò xī fú suǒ yǐ，fú xī huò suǒ fú
祸为福先	huò wéi fú xiān
祸首罪魁	huò shǒu zuì kuí
祸生肘腋	huò shēng zhǒu yè
祸生于忽	huò shēng yú hū
祸生萧墙	huò shēng xiāo qiáng
祸生不测	huò shēng bù cè
祸稔萧墙	huò rěn xiāo qiáng
祸稔恶盈	huò rěn è yíng
祸稔恶积	huò rěn è jī
祸起隐微	huò qǐ yǐn wēi
祸起萧墙	huò qǐ xiāo qiáng
祸起飞语	huò qǐ fēi yǔ
祸迫眉睫	huò pò méi jié
祸乱相寻	huò luàn xiāng xún
祸乱滔天	huò luàn tāo tiān
祸乱交兴	huò luàn jiāo xīng
祸来神昧	huò lái shén mèi
祸绝福连	huò jué fú lián
祸近池鱼	huò jìn shi yú
祸结衅深	huò jié xìn shēn
祸结兵连	huò jié bīng lián
祸及池鱼	huò jí shi yú
祸国殃民	huò guó yāng mín
祸国误民	huò guó wù mín
祸福之门	huò fú zhī mén
祸福有命	huò fú yǒu mìng
祸福由人	huò fú yóu rén
祸福倚伏	huò fú yǐ fú
祸福相倚	huò fú xiāng yī
祸福无偏	huò fú wú piān
祸福无门，唯人所召	huò fú wú mén，wéi rén suǒ zhào
祸福无常	huò fú wú cháng
祸福惟人	huò fú wéi rén
祸福同门	huò fú tóng mén
祸福靡常	huò fú mí cháng
祸发萧墙	huò fā xiāo qiáng
祸发齿牙	huò fā chǐ yá
祸从天上来	huò cóng tiān shàng lái
祸从天降	huò cóng tiān jiàng
祸从口出，患从口入	huò cóng kǒu chū，huàn cóng kǒu rù
祸从口出，病从口入	huò cóng kǒu chū，bìng cóng kǒu rù
祸出不测	huò chū bù cè
祸不旋踵	huò bù xuán zhǒng
祸不妄至	huò bù wàng zhì
祸不反踵	huò bù fǎn zhǒng
获兔烹狗	huò tù pēng gǒu
获陇望蜀	huò lǒng wāng shǔ
获隽公车	huò jùn gōng chē
货真价实	huò zhēn jià shí
货赂公行	huò lù gōng xíng
货赂大行	huò lù dà xíng
货贿公行	huò huì gōng xíng
豁人耳目	huō rén ěr mù
豁然雾解	huò rán wù jiě
豁然省悟	huō rán shěng wù
豁然确斯	huō rán què sī
豁然开悟	huō rán kāi wù
豁然开朗	huò rán kāi lǎng
豁然贯通	huò rán guàn tōng
豁然顿悟	huō rán dùn wù
豁然大悟	huō rán dà wù
豁目开襟	huò mù kāi jīn
豁达先生	huò dá xiān shēng
豁达大度	huò dá dà dù
和稀泥	huò xī ní
火烛银花	huǒ zhú yín huā
火烛小心	huǒ zhú xiǎo xīn
火中取栗	huǒ zhōng qǔ lì
火眼金睛	huǒ yǎn jīn jīng
火星乱冒	huǒ xīng luàn mào
火树银花	huǒ shù yín huā
火树琪花	huǒ shù qí huā
火烧眉毛	huǒ shāo méi mɑo
火烧火燎	huǒ shāo huǒ liǎo
火上添油	huǒ shàng tiān yóu
火上弄雪	huǒ shàng nòng xuě
火上弄冰凌	huǒ shàng nòng bīng líng
火上浇油	huǒ shàng jiāo yóu
火上加油	huǒ shàng jiā yóu
火山汤海	huǒ shān tāng hǎi
火伞张	huǒ sǎn zhāng
火伞高张	huǒ sǎn gāo zhāng
火热水深	huǒ rè shuǐ shēn
火然泉达	huǒ rán quán dá
火妻灰子	huǒ qī huī zǐ
火耨刀耕	huǒ nòu dāo gēng
火灭烟消	huǒ miè yān xiāo
火冒三丈	huǒ mào sān zhàng
火冒三尺	huǒ mào sān chǐ
火龙黼黻	huǒ lóng fǔ fú
火列星屯	huǒ liè xīng tún
火尽薪传	huǒ jìn xīn chuán
火尽灰冷	huǒ jìn huī lěng
火急火燎	huǒ jí huǒ liáo
火海刀山	huǒ hǎi dāo shān
火光烛天	huǒ guāng zhú tiān
火耕水种	huǒ gēng shuǐ zhòng
火耕水耨	huǒ gēng shuǐ nòu
火耕流种	huǒ gēng liú zhòng
活眼现报	huó yǎn xiàn bào
活眼活现	huó yǎn huó xiàn
活现眼	huó xiàn yǎn
活天冤枉	huó tiān yuān wǎng
活神活现	huó shén huó xiàn
活泼天机	huó pō tiān jī
活龙鲜健	huó lóng xiān jiàn
活龙活现	huó lóng huó xiàn
活灵活现	huó líng huó xiàn
活到老，学到老	huó dào lǎo，xué dào lǎo
活不活，死不死	huó bù huó，sǐ bù sǐ
活剥生吞	huó bāo shēng tūn
活蹦乱跳	huó bèng luàn tiào
活蹦活跳	huó bèng huó tiào
豁口截舌	huō kǒu jié shé
混作一谈	hùn zuò yī tán
混造黑白	hùn zào hēi bái
混应滥应	hùn yīng làn yīng
混淆是非	hùn xiáo shì fēi
混淆视听	hùn xiáo shì tīng
混淆黑白	hùn xiáo hēi bái
混为一谈	hùn wéi yī tán
混俗和光	hùn sú hé guāng
混水捞鱼	hùn shuǐ lāo yú
混世魔王	hùn shì mó wáng
混然天成	hùn rán tiān chéng
混混沄沄	hùn hùn chā kē
混混沌沌	hùn hùn dùn dùn
混沌不分	hùn dùn bù fēn
混水摸鱼	hún shuǐ mō yú
混混噩噩	hún hún è è
魂摇魄乱	hún yáo pò luàn
魂销目断	hún xiāo mù duàn
魂销肠断	hún xiāo cháng duàn
魂消魄丧	hún xiāo pò sàng
魂消魄散	hún xiāo pò sàn
魂消魄夺	hún xiāo pò duó
魂消胆丧	hún xiāo dǎn sàng
魂亡魄失	hún wáng pò shī
魂亡胆落	hún wáng dǎn luò
魂慑色沮	hún shè sè jǔ
魂丧神夺	hún sàng shén duó
魂牵梦萦	hún qiān mèng yíng
魂飘神荡	hún piāo shén dàng
魂飘魄散	hún piāo pò sàn
魂劳梦断	hún láo mèng duàn
魂惊魄惕	hún jīng pò tì
魂惊魄落	hún jīng pò luò
魂惊胆落	hún jīng dǎn luò
魂惊胆颤	hún jīng dǎn chàn
魂耗神丧	hún hào shén sàng
魂耗魄丧	hún hào pò sàng
魂飞天外，魄散九霄	hún fēi tiān wài，pò sàn jiǔ xiāo
魂飞神丧	hún fēi shén sàng
魂飞魄越	hún fēi pò yuè
魂飞魄飏	hún fēi pò shān
魂飞魄丧	hún fēi pò sàng
魂飞魄散	hún fēi pò sàn
魂飞魄荡	hún fēi pò dàng
魂飞目断	hún fēi mù duàn
魂飞胆战	hún fēi dǎn zhàn
魂飞胆丧	hún fēi dǎn sàng
魂飞胆破	hún fēi dǎn pò
魂飞胆落	hún fēi dǎn luò
魂飞胆裂	hún fēi dǎn liè
魂飞胆颤	hún fēi dǎn chàn
魂颠梦倒	hún diān mèng dǎo
魂驰梦想	hún chí mèng xiǎng
魂惭色褫	hún cán sè chǐ
魂不着体	hún bù zhe tǐ
魂不著体	hún bù zhuó tǐ
魂不守宅	hún bù shǒu zhái
魂不守舍	hún bù shǒu shè
魂不赴体	hún bù fù tǐ
魂不附体	hún bù fù tǐ
魂不负体	hún bù fù tǐ
浑俗和光	hún sú hé guāng
浑水摸鱼	hún shuǐ mō yú
浑身是胆	hún shēn shì dǎn
浑身解数	hún shēn xiè shù
浑然自成	hún rán zì chéng
浑然一体	hún rán yī tǐ
浑然无知	hún rán wú zhī
浑然天成	hún rán tiān chéng
浑沦吞枣	hún lún tūn zǎo
浑抡吞枣	hún lún tūn zǎo
浑金璞玉	hún jīn pú yù
浑金白玉	hún jīn bái yù
浑浑噩噩	hún hún è è
浑浑沌沌	hún hún dùn dùn
昏庸无道	hūn yōng wú dào
昏头转向	hūn tóu zhuǎn xiàng
昏头晕脑	hūn tóu yūn nǎo
昏头昏脑	hūn tóu hūn nǎo
昏头打脑	hūn tóu dǎ nǎo
昏头搭脑	hūn tóu dā nǎo
昏头搭恼	hūn tóu dā nǎo
昏天黑地	hūn tiān hēi dì
昏天暗地	hūn tiān àn dì
昏迷不醒	hūn mí bù xǐng
昏迷不省	hūn mí bù shěng
昏聩无能	hūn kuì wú néng
昏愦胡涂	hūn kuì hú tú
昏镜重磨	hūn jìng chóng mó
昏镜重明	hūn jìng chóng míng
昏昏欲睡	hūn hūn yù shuì
昏昏默默	hūn hūn mò mò
昏昏浩浩	hūn hūn hào hào
昏昏噩噩	hūn hūn è è
昏昏沉沉	hūn hūn chén chén
昏昏暗暗	hūn hūn àn àn
昏定晨省	hūn dìng chén xǐng
蕙质兰心	huì zhì lán xīn
蕙折兰摧	huì zhé lán cuī
蕙心纨质	huì xīn wán zhì
蕙心兰质	huì xīn lán zhì
蕙损兰摧	huì sǔn lán cuī
慧业文人	huì yè wén rén
慧业才人	huì yè cái rén
慧眼独具	huì yǎn dú jù
慧心巧思	huì xīn qiǎo sī
慧心灵性	huì xīn líng xìng
惠子知我	huì zǐ zhī wǒ
惠子善譬	huì zǐ shàn pì
惠施之谋	huì shī zhī móu
惠然之顾	huì rán zhī gù
惠然肯来	huì rán kěn lái
惠风和畅	huì fēng hé chàng
惠而不费	huì ér bù fèi
喙长三尺	huì cháng sān chǐ
秽语污言	huì yǔ wū yán
秽言污语	huì yán wū yǔ
秽德彰闻	huì dé zhāng wén
秽德垢行	huì dé gòu xíng
晦迹韬光	huì jì tāo guāng
彗汜画涂	huì sì huà tú
贿赂公行	huì lù gōng xíng
贿赂并行	huì lù bìng xíng
贿货公行	huì huò gōng xíng
诲淫诲盗	huì yín huì dào
诲奸导淫	huì jiān dǎo yín
诲尔谆谆，听我藐藐	huì ěr zhūn zhūn，tīng wǒ miǎo miǎo
诲而不倦	huì ér bù juàn
诲盗诲淫	huì dào huì yín
荟萃一堂	huì cuì yī táng
绘影绘声	huì yǐng huì shēng
绘事后素	huì shì hòu sù
绘声状物	huì shēng zhuàng wù
绘声写影	huì shēng xiě yǐng
绘声绘影	huì shēng huì yǐng
绘声绘形	huì shēng huì xíng
绘声绘色	huì shēng huìsè
讳树数马	huì shù shù mǎ
讳莫如深	huì mò rú shēn
讳疾忌医	huì jí jì yī
讳恶不悛	huì è bù quān
讳兵畏刑	huì bīng wèi xíng
讳败推过	huì bài tuī guò
会者不忙	huì zhě bù máng
会心一笑	huì xīn yī xiào
会少离多	huì shǎo lí duō
会家不忙	huì jiā bù máng
会逢其适	huì féng qí shì
会道能说	huì dào néng shuō
毁宗夷族	huǐ zōng yí zú
毁舟为杕	huǐ zhōu wéi duò
毁钟为铎	huǐ zhōng wéi duó
毁誉参半	huǐ yù cān bàn
毁誉不一	huǐ yù bù yī
毁于一旦	huǐ yú yī dàn
毁形灭性	huǐ xíng miè xìng
毁瓦画墁	huǐ wǎ huà màn
毁廉蔑耻	huǐ lián miè chǐ
毁家纾难	huǐ jiā shū nàn
毁家纾国	huǐ jiā shū guó
毁冠裂裳	huǐ guān liè cháng
毁风败俗	huǐ fēng bài sú
毁方瓦合	huǐ fāng wǎ hé
毁方投圆	huǐ fāng tóu yuán
毁车杀马	huǐ chē shā mǎ
毁不危身	huǐ bù wēi shēn
毁不灭性	huǐ bù miè xìng
悔罪自新	huǐ zuì zì xīn
悔之无及	huǐ zhī wú jí
悔之晚矣	huǐ zhī wǎn yǐ
悔之莫及	huǐ zhī mò jí
悔之何及	huǐ zhī hé jí
悔之不及	huǐ zhī bù jí
悔其少作	huǐ qí shǎo zuò
悔恨交加	huǐ hèn jiāo jiā
悔过自责	huǐ guò zì zé
悔过自新	huǐ guò zì xīn
悔过自忏	huǐ guò zì chàn
悔读南华	huǐ dú nán huá
回旋余地	huí xuán yú dì
回心转意	huí xīn zhuǎn yì
回心向善	huí xīn xiàng shàn
回邪入正	huí xié rù zhèng
回文织锦	huí wén zhī jǐn
回味无穷	huí wèi wú qióng
回天转日	huí tiān zhuǎn rì
回天转地	huí tiān zhuǎn dì
回天之力	huí tiān zhī lì
回天再造	huí tiān zài zào
回天运斗	huí tiān yùn dòu
回天无力	huí tiān wú lì
回天挽日	huí tiān wǎn rì
回天乏术	huí tiān fá shù
回天倒日	huí tiān dǎo rì
回生起死	huí shēng qǐ sǐ
回山转海	huí shān zhuǎn hǎi
回山倒海	huí shān dǎo hǎi
回眸一笑	huí móu yī xiào
回禄之灾	huí lù zhī zāi
回黄转绿	huí huáng zhuǎn lǜ
回光返照	huí guāng fǎn zhào
回光反照	huí guāng fǎn zhào
回干就湿	huí gàn jiù shī
回春妙手	huí chūn miào shǒu
回船转舵	huí chuán zhǎn duò
回筹转策	huí chóu zhuǎn cè
回瞋作喜	huí chēn zuò xǐ
回嗔作喜	huí chēn zuò xǐ
回肠伤气	huí cháng shāng qì
回肠九转	huí cháng jiǔ zhuǎn
回肠结气	huí cháng jié qì
回肠荡气	huí cháng dàng qì
回肠寸断	huí cháng cùn duàn
回肠百转	huí cháng bǎi zhuǎn
隳肝沥胆	huī gān lì dǎn
隳肝尝胆	huī gān cháng dǎn
隳胆抽肠	huī dǎn chōu cháng
麾之即去	huī zhī jì qù
麾斥八极	huī chì bā jí
辉煌金碧	huī huáng jīn bì
辉煌夺目	huī huáng duó mù
辉光日新	huī guāng rì xīn
晖光日新	huī guāng rì xīn
挥洒自如	huī sǎ zì rú
挥日阳戈	huī rì yáng gē
挥拳掳袖	huī quán lǔ xiù
挥沐吐餐	huī mù tǔ cān
挥金如土	huī jīn rú tǔ
挥剑成河	huī jiàn chéng hé
挥霍无度	huī huò wú dù
挥毫命楮	huī háo mìng chǔ
挥毫落纸	huī háo luò zhǐ
挥翰临池	huī hàn lín chí
挥翰成风	huī hàn chéng fēng
挥汗如雨	huī hàn rú yǔ
挥汗成雨	huī hàn chéng yǔ
挥戈退日	huī gē tuì rì
挥戈回日	huī gē huí rì
挥戈返日	huī gē fǎn rì
挥戈反日	huī gē fǎn rì
挥斥八极	huī chì bā jí
恢廓大度	huī kuò dà dù
恢恢有余	huī huī yǒu yú
恢宏大度	huī hóng dà dù
恢诡谲怪	huī guǐ jué guài
灰烟瘴气	huī yān zhàng qì
灰心丧意	huī xīn sàng yì
灰心丧气	huī xīn sàng qì
灰心槁形	huī xīn gǎo xíng
灰心短气	huī xīn duǎn qì
灰头土面	huī tóu tǔ miàn
灰头土脸	huī tóu tǔ liǎn
灰头草面	huī tóu cǎo miàn
灰身泯智	huī shēn mǐn zhì
灰身灭智	huī shēn miè zhì
灰身粉骨	huī shēn fěn gǔ
灰容土貌	huī róng tǔ mào
灰躯糜骨	huī qū mí gǔ
灰飞烟灭	huī fēi yān miè
灰不溜丢	huī bù liū diū
灰不喇唧	huī bù lā jī
堕高堙庳	huī gāo yīn bēi
恍若隔世	huǎng ruò gé shì
恍如梦寐	huǎng rú mèng mèi
恍如梦境	huǎng rú mèng jìng
